subject_record_number,subject_record_date,subject_source_county,subject_address,subject_company_name,subject_job_value,neighbor_rank,distance,neighbor_record_number,neighbor_record_date,neighbor_source_county,neighbor_company_name,neighbor_address,neighbor_prop_zip,neighbor_bldg_sf,neighbor_job_value
BLD-26-01914,2026-03-06,douglas,17631 ENGLEWOOD ST,FULL CIRCLE ROOFING,28000.0,3,0.9314829515625873,BLD-25-16341,2025-11-22,douglas,TCI GENERAL CONTRACTING SERVICES,5529 S 161 ST,68135,3482.0,10000.0
BLD-26-01914,2026-03-06,douglas,17631 ENGLEWOOD ST,FULL CIRCLE ROOFING,28000.0,4,0.9774709831934955,BLD-26-02525,2026-03-23,douglas,Swing coast,2114 S 181 CR,68130,3246.0,24000.0
BLD-26-01914,2026-03-06,douglas,17631 ENGLEWOOD ST,FULL CIRCLE ROOFING,28000.0,5,1.0494694102386126,BLD-26-03316,2026-04-08,douglas,"MCKINNIS ROOFING AND SHEET METAL, LLC",2434 S 191 CR,68130,3148.0,53552.0
BLD-26-01914,2026-03-06,douglas,17631 ENGLEWOOD ST,FULL CIRCLE ROOFING,28000.0,6,1.0735348861774825,BLD-26-02780,2026-03-26,douglas,"HOME PRIDE CONTRACTORS, INC",2671 S 191 CR,68130,3045.0,30500.0
BLD-26-01914,2026-03-06,douglas,17631 ENGLEWOOD ST,FULL CIRCLE ROOFING,28000.0,7,1.0849496634488218,BLD-26-03127,2026-04-03,douglas,"ANDERSON ENTERPRISES, INC",18429 D ST,68130,2939.0,12000.0
BLD-26-01914,2026-03-06,douglas,17631 ENGLEWOOD ST,FULL CIRCLE ROOFING,28000.0,8,1.1671915372794766,BLD-25-16178,2025-11-18,douglas,SOUTH O ROOFING,19264 WOOLWORTH AV,68130,3091.0,24000.0
BLD-26-01914,2026-03-06,douglas,17631 ENGLEWOOD ST,FULL CIRCLE ROOFING,28000.0,9,1.2888157638891817,BLD-26-02367,2026-03-17,douglas,SMART ROOF CONTRACTING LLC,17310 WASHINGTON ST,68135,2830.0,20600.0
BLD-26-01914,2026-03-06,douglas,17631 ENGLEWOOD ST,FULL CIRCLE ROOFING,28000.0,10,1.3110790139469495,BLD-26-03549,2026-04-13,douglas,EVERLAST EXTERIORS,17252 MADISON ST,68135,2776.0,16230.0
BLD-26-01914,2026-03-06,douglas,17631 ENGLEWOOD ST,FULL CIRCLE ROOFING,28000.0,11,1.3199788645107247,BLD-25-15906,2025-11-11,douglas,PACIFIC PARTNERS GROUPS,18115 MAYBERRY ST,68022,2977.0,13000.0
BLD-26-01914,2026-03-06,douglas,17631 ENGLEWOOD ST,FULL CIRCLE ROOFING,28000.0,12,1.3814516653742857,BLD-25-15666,2025-11-06,douglas,WHITE CASTLE ROOFING & CONTRACTING INC,19111 KENT CR,68130,2740.0,15752.0
BLD-26-01915,2026-03-06,douglas,11162 WEBER ST,QUICK ROOFING,9437.05,1,0.13983151903743482,BLD-26-00848,2026-02-02,douglas,"PRO GRADE EXTERIORS, LLC",11116 BLACK ST,68142,1113.0,8664.82
BLD-26-01915,2026-03-06,douglas,11162 WEBER ST,QUICK ROOFING,9437.05,2,0.3179171491592725,BLD-25-15517,2025-11-04,douglas,RED RHINO ROOFS & SOLAR LLC,11417 BAUMAN CR,68164,1005.0,3980.0
BLD-26-01915,2026-03-06,douglas,11162 WEBER ST,QUICK ROOFING,9437.05,3,0.3439287829737044,BLD-26-00102,2026-01-06,douglas,4140 S 52ND ST.,11862 NEWPORT AV,68164,1005.0,8506.0
BLD-26-01915,2026-03-06,douglas,11162 WEBER ST,QUICK ROOFING,9437.05,4,0.44593867640642854,BLD-25-15465,2025-11-03,douglas,AVID RESTORATION LLC,8920 READ ST,68122,1114.0,8700.0
BLD-26-01915,2026-03-06,douglas,11162 WEBER ST,QUICK ROOFING,9437.05,5,0.5123004728236277,BLD-25-16213,2025-11-19,douglas,TCI GENERAL CONTRACTING SERVICES,11456 NEBRASKA CR,68164,1221.0,8500.0
BLD-26-01915,2026-03-06,douglas,11162 WEBER ST,QUICK ROOFING,9437.05,6,0.5141960349139701,BLD-26-00139,2026-01-06,douglas,TURTLE ROOFING OMAHA,7328 N 90 ST,68122,1134.0,16104.0
BLD-26-01915,2026-03-06,douglas,11162 WEBER ST,QUICK ROOFING,9437.05,7,0.5308046303033217,BLD-26-01269,2026-02-18,douglas,Weddle and Sons Roofing,8750 READ ST,68122,1210.0,4160.0
BLD-26-01915,2026-03-06,douglas,11162 WEBER ST,QUICK ROOFING,9437.05,8,0.5343023450512158,BLD-25-15775,2025-11-06,douglas,TIMBER RIDGE ROOFING & EXTERIORS,8507 POTTER ST,68122,1113.0,8000.0
BLD-26-01915,2026-03-06,douglas,11162 WEBER ST,QUICK ROOFING,9437.05,9,0.5370380831422333,BLD-25-15760,2025-11-06,douglas,MOOSE ROOFING,7809 N 86 AV,68122,1168.0,13913.0
BLD-26-01915,2026-03-06,douglas,11162 WEBER ST,QUICK ROOFING,9437.05,10,0.5418442545132577,BLD-26-01589,2026-02-26,douglas,TURTLE ROOFING OMAHA,8902 READ ST,68122,1243.0,14052.0
BLD-26-01915,2026-03-06,douglas,11162 WEBER ST,QUICK ROOFING,9437.05,11,0.5591141532929405,BLD-26-00089,2026-01-05,douglas,ROYALTY ROOFING INC,7026 N 88 AV,68122,1232.0,5845.33
BLD-26-01915,2026-03-06,douglas,11162 WEBER ST,QUICK ROOFING,9437.05,12,0.6387096671354014,BLD-25-16495,2025-12-01,douglas,4140 S 52ND ST.,6615 N 79 ST,68122,982.0,8052.0
BLD-26-01920,2026-03-06,douglas,14864 YOUNG ST,ROYALTY ROOFING INC,9534.45,1,0.3790414039197856,BLD-25-15767,2025-11-06,douglas,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",7920 N 152 AV,68007,1932.0,5920.4
BLD-26-01920,2026-03-06,douglas,14864 YOUNG ST,ROYALTY ROOFING INC,9534.45,2,0.909655921323831,BLD-26-00697,2026-01-29,douglas,NELSON CONTRACTING LLC,14726 AMES AV,68116,1897.0,13300.3
BLD-26-01920,2026-03-06,douglas,14864 YOUNG ST,ROYALTY ROOFING INC,9534.45,3,0.9308858295783821,BLD-25-16320,2025-11-20,douglas,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",7413 N 176 ST,68007,1582.0,4596.12
BLD-26-01920,2026-03-06,douglas,14864 YOUNG ST,ROYALTY ROOFING INC,9534.45,4,0.9794792525591857,BLD-26-00989,2026-02-09,douglas,4140 S 52ND ST.,14476 MEREDITH AV,68116,1283.0,5608.0
BLD-26-01920,2026-03-06,douglas,14864 YOUNG ST,ROYALTY ROOFING INC,9534.45,5,1.0125448118740397,BLD-25-15490,2025-11-03,douglas,AVID RESTORATION LLC,14907 LAUREL AV,68116,2204.0,15000.0
BLD-26-01920,2026-03-06,douglas,14864 YOUNG ST,ROYALTY ROOFING INC,9534.45,6,1.0154093664889523,BLD-26-00158,2026-01-07,douglas,"1-800-HANSONS, LLC",13422 LARIMORE AV,68164,1930.0,34004.0
BLD-26-01920,2026-03-06,douglas,14864 YOUNG ST,ROYALTY ROOFING INC,9534.45,7,1.1006205572628214,BLD-25-16665,2025-12-08,douglas,TURTLE ROOFING OMAHA,10267 NEBRASKA AV,68134,2016.0,15387.0
BLD-26-01920,2026-03-06,douglas,14864 YOUNG ST,ROYALTY ROOFING INC,9534.45,8,1.1344144551233748,BLD-26-02862,2026-03-27,douglas,J.C. WALSH HOME IMPROVEMENTS,4520 N 175 ST,68116,1984.0,25000.0
BLD-26-01920,2026-03-06,douglas,14864 YOUNG ST,ROYALTY ROOFING INC,9534.45,9,1.1484386449425712,BLD-25-16263,2025-11-20,douglas,ERIE CONSTRUCTION MID-WEST INC,16414 TAYLOR ST,68116,2048.0,34024.0
BLD-26-01920,2026-03-06,douglas,14864 YOUNG ST,ROYALTY ROOFING INC,9534.45,10,1.164765075945883,BLD-26-00313,2026-01-12,douglas,4140 S 52ND ST.,7719 N 107 AV,68122,2267.0,10988.0
BLD-26-01920,2026-03-06,douglas,14864 YOUNG ST,ROYALTY ROOFING INC,9534.45,11,1.2104224368240926,BLD-26-01083,2026-02-11,douglas,RESULTS CONTRACTING,15119 BIRCH ST,68116,1983.0,15000.0
BLD-26-01920,2026-03-06,douglas,14864 YOUNG ST,ROYALTY ROOFING INC,9534.45,12,1.2122410350115203,BLD-26-02763,2026-03-26,douglas,TURTLE ROOFING OMAHA,7413 N 107 ST,68122,2332.0,19049.0
BLD-26-01930,2026-03-06,douglas,439 N 61 ST,WEATHERGUARD INC,2100.0,1,0.8696863843993882,BLD-26-01432,2026-02-20,douglas,ROYALTY ROOFING INC,2527 COUNTRY CLUB AV,68104,1752.0,5382.3
BLD-26-01930,2026-03-06,douglas,439 N 61 ST,WEATHERGUARD INC,2100.0,2,0.8701432943321445,BLD-26-00182,2026-01-08,douglas,"MCKINNIS ROOFING AND SHEET METAL, LLC",2333 N 55 ST,68104,1731.0,27509.0
BLD-26-01930,2026-03-06,douglas,439 N 61 ST,WEATHERGUARD INC,2100.0,3,1.0145050538923102,BLD-26-00844,2026-02-02,douglas,ROYALTY ROOFING INC,10018 SEWARD ST,68114,2086.0,7910.78
BLD-26-01930,2026-03-06,douglas,439 N 61 ST,WEATHERGUARD INC,2100.0,4,1.0181116543299444,BLD-25-15888,2025-11-10,douglas,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4537 PINE ST,68106,1923.0,8231.0
BLD-26-01930,2026-03-06,douglas,439 N 61 ST,WEATHERGUARD INC,2100.0,5,1.082990035263179,BLD-25-15453,2025-11-03,douglas,ANCHOR ROOFING & LANDSCAPING LLC,3127 N 50 ST,68104,1524.0,15000.0
BLD-26-01930,2026-03-06,douglas,439 N 61 ST,WEATHERGUARD INC,2100.0,6,1.1710566179609887,BLD-25-16656,2025-12-05,douglas,SOUTH O ROOFING,2505 N 48 AV,68104,1568.0,15000.0
BLD-26-01930,2026-03-06,douglas,439 N 61 ST,WEATHERGUARD INC,2100.0,7,1.2114285050802622,BLD-25-16831,2025-12-15,douglas,A1 Roofing pros,5115 DAVENPORT ST,68132,2200.0,7000.0
BLD-26-01930,2026-03-06,douglas,439 N 61 ST,WEATHERGUARD INC,2100.0,8,1.2689746960290704,BLD-26-01482,2026-02-23,douglas,EVERLAST EXTERIORS,410 S 48 AV,68132,1176.0,8423.0
BLD-26-01930,2026-03-06,douglas,439 N 61 ST,WEATHERGUARD INC,2100.0,9,1.2929195617575886,BLD-25-16274,2025-11-20,douglas,BN ENTERPRISES LLC,2005 N 52 ST,68104,1872.0,11566.19
BLD-26-01930,2026-03-06,douglas,439 N 61 ST,WEATHERGUARD INC,2100.0,10,1.2986625735971982,BLD-26-01483,2026-02-23,douglas,EVERLAST EXTERIORS,4829 PINE ST,68106,1262.0,8800.0
BLD-26-01930,2026-03-06,douglas,439 N 61 ST,WEATHERGUARD INC,2100.0,11,1.3586899422898246,BLD-26-01463,2026-02-23,douglas,ROYALTY ROOFING INC,5152 JONES ST,68106,1797.0,4883.97
BLD-26-01930,2026-03-06,douglas,439 N 61 ST,WEATHERGUARD INC,2100.0,12,1.3952790380546345,BLD-26-02660,2026-03-24,douglas,White Castle Roofing,849 S 52 ST,68106,1869.0,9538.0
BLD-26-01931,2026-03-06,douglas,1729 N 129 ST,WEATHERGUARD INC,14236.0,1,1.1465021225831693,BLD-25-15446,2025-11-03,douglas,RESULTS CONTRACTING,13124 SEWARD ST,68154,3243.0,27000.0
BLD-26-01931,2026-03-06,douglas,1729 N 129 ST,WEATHERGUARD INC,14236.0,2,1.174291303406019,BLD-26-01217,2026-02-16,douglas,WEATHERGUARD INC,13417 BINNEY ST,68164,3664.0,14577.0
BLD-26-01931,2026-03-06,douglas,1729 N 129 ST,WEATHERGUARD INC,14236.0,3,1.1800474369288365,BLD-26-03564,2026-04-14,douglas,RED RHINO ROOFS & SOLAR LLC,13330 BINNEY ST,68164,3383.0,42980.0
BLD-26-01931,2026-03-06,douglas,1729 N 129 ST,WEATHERGUARD INC,14236.0,4,1.3187760218124607,BLD-26-02845,2026-03-27,douglas,EMERALD ROOFING DBA RONNOCO CONSTRUCTION INC,2531 N 159 ST,68116,3060.0,13674.0
BLD-26-01931,2026-03-06,douglas,1729 N 129 ST,WEATHERGUARD INC,14236.0,5,1.3973812345695715,BLD-26-02889,2026-03-29,douglas,EAGER SIDING COMPANY,3103 N 161 ST,68116,3102.0,10000.0
BLD-26-01931,2026-03-06,douglas,1729 N 129 ST,WEATHERGUARD INC,14236.0,6,1.444783877843924,BLD-25-15503,2025-11-03,douglas,FIRST CHOICE GUTTERS & SIDING,15650 GRANT CR,68116,3099.0,30815.0
BLD-26-01931,2026-03-06,douglas,1729 N 129 ST,WEATHERGUARD INC,14236.0,7,1.4911995688663306,BLD-25-16602,2025-12-04,douglas,"HOME PRIDE CONTRACTORS, INC",1426 N 191 AV,68022,3850.0,26000.0
BLD-26-01931,2026-03-06,douglas,1729 N 129 ST,WEATHERGUARD INC,14236.0,8,1.5467898408936582,BLD-26-00199,2026-01-08,douglas,H&H EXTERIORS LLC,9949 ESSEX DR,68114,3718.0,20000.0
BLD-26-01931,2026-03-06,douglas,1729 N 129 ST,WEATHERGUARD INC,14236.0,9,1.592538628864499,BLD-26-02463,2026-03-19,douglas,CARP'S EXTERIOR INC,5111 N 137 AV,68164,2894.0,25536.1
BLD-26-01931,2026-03-06,douglas,1729 N 129 ST,WEATHERGUARD INC,14236.0,10,1.616917994072084,BLD-26-03407,2026-04-09,douglas,White Castle Roofing,3119 N 169 ST,68116,3968.0,8628.0
BLD-26-01931,2026-03-06,douglas,1729 N 129 ST,WEATHERGUARD INC,14236.0,11,1.6383912543367576,BLD-26-02525,2026-03-23,douglas,Swing coast,2114 S 181 CR,68130,3246.0,24000.0
BLD-26-01931,2026-03-06,douglas,1729 N 129 ST,WEATHERGUARD INC,14236.0,12,1.6527315372691533,BLD-26-00065,2026-01-05,douglas,WEATHERGUARD INC,13808 CHARLES ST,68154,3050.0,11255.0
BLD-26-02125,2026-03-06,douglas,525 N 74 AV,"HOME PRIDE CONTRACTORS, INC",11000.0,1,0.23616820393687604,BLD-25-15803,2025-11-07,douglas,RESULTS CONTRACTING,653 N 85 ST,68114,1270.0,18000.0
BLD-26-02125,2026-03-06,douglas,525 N 74 AV,"HOME PRIDE CONTRACTORS, INC",11000.0,2,0.2419962872667193,BLD-25-16034,2025-11-14,douglas,ERIE CONSTRUCTION MID-WEST INC,6915 WESTERN AV,68132,1190.0,61996.0
BLD-26-02125,2026-03-06,douglas,525 N 74 AV,"HOME PRIDE CONTRACTORS, INC",11000.0,3,0.3850035051401746,BLD-25-16041,2025-11-14,douglas,RED RHINO ROOFS & SOLAR LLC,8533 CHARLES ST,68114,1280.0,5500.0
BLD-26-02125,2026-03-06,douglas,525 N 74 AV,"HOME PRIDE CONTRACTORS, INC",11000.0,4,0.39015936349628255,BLD-25-15779,2025-11-07,douglas,ERIE CONSTRUCTION MID-WEST INC,8713 NICHOLAS ST,68114,1326.0,32000.0
BLD-26-02125,2026-03-06,douglas,525 N 74 AV,"HOME PRIDE CONTRACTORS, INC",11000.0,5,0.4121732730029633,BLD-26-03568,2026-04-14,douglas,BULLDOG ROOFING,1523 N 75 AV,68114,1056.0,5600.0
BLD-26-02125,2026-03-06,douglas,525 N 74 AV,"HOME PRIDE CONTRACTORS, INC",11000.0,6,0.42231359470696006,BLD-26-02837,2026-03-27,douglas,THOMPSON AND THOMPSON 3RD GENERATION,1405 ROBERTSON DR,68114,1092.0,16000.0
BLD-26-02125,2026-03-06,douglas,525 N 74 AV,"HOME PRIDE CONTRACTORS, INC",11000.0,7,0.42547347203747155,BLD-26-00880,2026-02-03,douglas,EVERLAST EXTERIORS,8806 NICHOLAS ST,68114,1072.0,9423.0
BLD-26-02125,2026-03-06,douglas,525 N 74 AV,"HOME PRIDE CONTRACTORS, INC",11000.0,8,0.5393706409182507,BLD-26-02773,2026-03-26,douglas,"MEDALLION ROOFING, LLC DBA TIMEPROOFUSA",1428 MAENNER DR,68114,960.0,23659.15
BLD-26-02125,2026-03-06,douglas,525 N 74 AV,"HOME PRIDE CONTRACTORS, INC",11000.0,9,0.5444589514537468,BLD-26-03586,2026-04-14,douglas,AVID RESTORATION LLC,8326 IZARD ST,68114,1056.0,15700.0
BLD-26-02125,2026-03-06,douglas,525 N 74 AV,"HOME PRIDE CONTRACTORS, INC",11000.0,10,0.6157464256881099,BLD-25-15973,2025-11-12,douglas,RESULTS CONTRACTING,8325 SEWARD ST,68114,988.0,15000.0
BLD-26-02125,2026-03-06,douglas,525 N 74 AV,"HOME PRIDE CONTRACTORS, INC",11000.0,11,0.6893513020240271,BLD-26-03150,2026-04-03,douglas,ANCHOR ROOFING & LANDSCAPING LLC,7816 CHARLES ST,68114,994.0,8700.0
BLD-26-02125,2026-03-06,douglas,525 N 74 AV,"HOME PRIDE CONTRACTORS, INC",11000.0,12,0.7127667228019712,BLD-26-00303,2026-01-12,douglas,"GRANDEL'S CONSTRUCTION & ROOFING, INC",3015 N 75 AV,68134,1232.0,11000.0
BLD-26-01940,2026-03-08,douglas,15120 GRANT CR,SILVERFERN LLC,8000.0,1,0.30315210022044076,BLD-26-02772,2026-03-26,douglas,UNITED SERVICES OF AMERICA,14456 GRANT ST,68116,2220.0,7740.0
BLD-26-01940,2026-03-08,douglas,15120 GRANT CR,SILVERFERN LLC,8000.0,2,0.3841025475118559,BLD-26-02881,2026-03-27,douglas,EVERLAST EXTERIORS,2613 N 154 ST,68116,2363.0,12523.0
BLD-26-01940,2026-03-08,douglas,15120 GRANT CR,SILVERFERN LLC,8000.0,3,0.3955199309829611,BLD-26-03566,2026-04-14,douglas,RED RHINO ROOFS & SOLAR LLC,2417 N 154 AV,68116,2314.0,10600.0
BLD-26-01940,2026-03-08,douglas,15120 GRANT CR,SILVERFERN LLC,8000.0,4,0.4133357343558033,BLD-25-16963,2025-12-19,douglas,ROYALTY ROOFING INC,14463 SHERWOOD AV,68116,2407.0,8584.06
BLD-26-01940,2026-03-08,douglas,15120 GRANT CR,SILVERFERN LLC,8000.0,5,0.43026779693208056,BLD-25-15935,2025-11-11,douglas,ANCHOR ROOFING & LANDSCAPING LLC,16066 CHARLES ST,68118,2500.0,16000.0
BLD-26-01940,2026-03-08,douglas,15120 GRANT CR,SILVERFERN LLC,8000.0,6,0.46070742721321983,BLD-26-01842,2026-03-04,douglas,SOUTH O ROOFING,4420 N 156 AVENUE CR,68116,2391.0,16000.0
BLD-26-01940,2026-03-08,douglas,15120 GRANT CR,SILVERFERN LLC,8000.0,7,0.48029745002784496,BLD-26-01470,2026-02-23,douglas,BULLDOG ROOFING,13337 MIAMI ST,68164,2308.0,16899.14
BLD-26-01940,2026-03-08,douglas,15120 GRANT CR,SILVERFERN LLC,8000.0,8,0.5259513990290688,BLD-25-16937,2025-12-19,douglas,"DYNASTY RESTORATION, INC.",3812 N 160 AV,68116,2368.0,7875.0
BLD-26-01940,2026-03-08,douglas,15120 GRANT CR,SILVERFERN LLC,8000.0,9,0.5643107133945237,BLD-25-15983,2025-11-12,douglas,"LIGHTNING EXTERIORS, LLC",17235 WINDSOR DR,68118,2306.0,23000.0
BLD-26-01940,2026-03-08,douglas,15120 GRANT CR,SILVERFERN LLC,8000.0,10,0.5791906909479299,BLD-26-02094,2026-03-11,douglas,PINNACLE CONSTRUCTION,1112 N 155 AV,68154,2204.0,20000.0
BLD-26-01940,2026-03-08,douglas,15120 GRANT CR,SILVERFERN LLC,8000.0,11,0.5804909336684685,BLD-26-01149,2026-02-12,douglas,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",653 N 148 ST,68154,2486.0,8613.59
BLD-26-01940,2026-03-08,douglas,15120 GRANT CR,SILVERFERN LLC,8000.0,12,0.6344586183841661,BLD-25-16057,2025-11-14,douglas,RESULTS CONTRACTING,3029 N 125 AV,68164,2425.0,13000.0
BLD-26-01945,2026-03-08,douglas,7907 VERNON AV,MCCRIGHT PROPERTIES LLC,4500.0,1,0.1542790900981698,BLD-26-01147,2026-02-12,douglas,EVERLAST EXTERIORS,7869 REDICK AV,68122,1082.0,6723.0
BLD-26-01945,2026-03-08,douglas,7907 VERNON AV,MCCRIGHT PROPERTIES LLC,4500.0,2,0.18638919946102303,BLD-25-16495,2025-12-01,douglas,4140 S 52ND ST.,6615 N 79 ST,68122,982.0,8052.0
BLD-26-01945,2026-03-08,douglas,7907 VERNON AV,MCCRIGHT PROPERTIES LLC,4500.0,3,0.36747975690475615,BLD-25-17094,2025-12-30,douglas,TURTLE ROOFING OMAHA,7526 ERNST ST,68122,1278.0,12455.62
BLD-26-01945,2026-03-08,douglas,7907 VERNON AV,MCCRIGHT PROPERTIES LLC,4500.0,4,0.3680897274933814,BLD-25-15775,2025-11-06,douglas,TIMBER RIDGE ROOFING & EXTERIORS,8507 POTTER ST,68122,1113.0,8000.0
BLD-26-01945,2026-03-08,douglas,7907 VERNON AV,MCCRIGHT PROPERTIES LLC,4500.0,5,0.38351705260956337,BLD-25-16297,2025-11-21,douglas,RESULTS CONTRACTING,8415 IOWA ST,68122,1223.0,11000.0
BLD-26-01945,2026-03-08,douglas,7907 VERNON AV,MCCRIGHT PROPERTIES LLC,4500.0,6,0.39808594809478925,BLD-26-02485,2026-03-20,douglas,QUALITY HOME INSPECTIONS,7360 N 77 AV,68122,1191.0,9500.0
BLD-26-01945,2026-03-08,douglas,7907 VERNON AV,MCCRIGHT PROPERTIES LLC,4500.0,7,0.46231248846543677,BLD-25-15465,2025-11-03,douglas,AVID RESTORATION LLC,8920 READ ST,68122,1114.0,8700.0
BLD-26-01945,2026-03-08,douglas,7907 VERNON AV,MCCRIGHT PROPERTIES LLC,4500.0,8,0.4663398851947418,BLD-25-15760,2025-11-06,douglas,MOOSE ROOFING,7809 N 86 AV,68122,1168.0,13913.0
BLD-26-01945,2026-03-08,douglas,7907 VERNON AV,MCCRIGHT PROPERTIES LLC,4500.0,9,0.4684630346740501,BLD-26-01269,2026-02-18,douglas,Weddle and Sons Roofing,8750 READ ST,68122,1210.0,4160.0
BLD-26-01945,2026-03-08,douglas,7907 VERNON AV,MCCRIGHT PROPERTIES LLC,4500.0,10,0.4883902310350818,BLD-26-00089,2026-01-05,douglas,ROYALTY ROOFING INC,7026 N 88 AV,68122,1232.0,5845.33
BLD-26-01945,2026-03-08,douglas,7907 VERNON AV,MCCRIGHT PROPERTIES LLC,4500.0,11,0.5150519821342378,BLD-26-01589,2026-02-26,douglas,TURTLE ROOFING OMAHA,8902 READ ST,68122,1243.0,14052.0
BLD-26-01945,2026-03-08,douglas,7907 VERNON AV,MCCRIGHT PROPERTIES LLC,4500.0,12,0.5288016854917617,BLD-25-16572,2025-12-03,douglas,TURTLE ROOFING OMAHA,8191 TUCKER ST,68122,1084.0,9788.0
BLD-26-01955,2026-03-09,douglas,6035 S 42 AV,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4164.92,1,0.5198378984954827,BLD-26-01436,2026-02-20,douglas,APOLLO RESTORATION,3355 T ST,68107,1116.0,1500.0
BLD-26-01955,2026-03-09,douglas,6035 S 42 AV,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4164.92,2,0.529624898105833,BLD-26-00424,2026-01-14,douglas,APOLLO RESTORATION,3716 V ST,68107,1216.0,5000.0
BLD-26-01955,2026-03-09,douglas,6035 S 42 AV,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4164.92,3,0.5953426008795012,BLD-26-02471,2026-03-20,douglas,4140 S 52ND ST.,4153 J ST,68107,920.0,6113.0
BLD-26-01955,2026-03-09,douglas,6035 S 42 AV,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4164.92,4,0.6279210644313105,BLD-26-01176,2026-02-13,douglas,4140 S 52ND ST.,3801 MONROE ST,68107,1008.0,10509.0
BLD-26-01955,2026-03-09,douglas,6035 S 42 AV,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4164.92,5,0.6584571229418642,BLD-25-16162,2025-11-18,douglas,Unknown,2208 O ST,68107,960.0,15000.0
BLD-26-01955,2026-03-09,douglas,6035 S 42 AV,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4164.92,6,0.7545476495259779,BLD-26-00098,2026-01-05,douglas,BULLDOG ROOFING,5912 HOLMES ST,68117,895.0,6637.54
BLD-26-01955,2026-03-09,douglas,6035 S 42 AV,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4164.92,7,0.8041821740904013,BLD-25-15622,2025-11-05,douglas,PO Box 6602,5048 S 37 ST,68107,1174.0,1365.0
BLD-26-01955,2026-03-09,douglas,6035 S 42 AV,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4164.92,8,0.8067043252920026,BLD-25-17101,2025-12-30,douglas,Unknown,4916 J ST,68117,1282.0,15000.0
BLD-26-01955,2026-03-09,douglas,6035 S 42 AV,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4164.92,9,0.879665474999833,BLD-25-16630,2025-12-04,douglas,SUPERLATIVE RESTORATION,4532 S 15 ST,68107,988.0,12000.0
BLD-26-01955,2026-03-09,douglas,6035 S 42 AV,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4164.92,10,0.8818768762110373,BLD-26-03151,2026-04-03,douglas,ANCHOR ROOFING & LANDSCAPING LLC,5034 S 18 ST,68107,1412.0,12000.0
BLD-26-01955,2026-03-09,douglas,6035 S 42 AV,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4164.92,11,1.0081340896942579,BLD-25-15947,2025-11-11,douglas,MICHAEL'S ROOFING & RESTORATION LLC,4215 S 12 ST,68107,1408.0,12000.0
BLD-26-01955,2026-03-09,douglas,6035 S 42 AV,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",4164.92,12,1.0349525285394352,BLD-26-03590,2026-04-14,douglas,PINNACLE ROOFING LLC,2512 S 38 ST,68105,1056.0,7500.0
BLD-26-01958,2026-03-09,douglas,4209 N 130 CR,BULLDOG ROOFING,4993.12,1,0.2593544150510245,BLD-25-15934,2025-11-11,douglas,ANCHOR ROOFING & LANDSCAPING LLC,13057 AMES AV,68164,1022.0,10900.0
BLD-26-01958,2026-03-09,douglas,4209 N 130 CR,BULLDOG ROOFING,4993.12,2,0.37817241866126544,BLD-25-15531,2025-11-04,douglas,RESULTS CONTRACTING,2718 N 125 CR,68164,1132.0,9000.0
BLD-26-01958,2026-03-09,douglas,4209 N 130 CR,BULLDOG ROOFING,4993.12,3,0.39020405302622757,BLD-26-01795,2026-03-03,douglas,BULLDOG ROOFING,12910 AMES AV,68164,900.0,4627.59
BLD-26-01958,2026-03-09,douglas,4209 N 130 CR,BULLDOG ROOFING,4993.12,4,0.39217026724961773,BLD-26-01048,2026-02-10,douglas,MCCOY ROOFING HOLDINGS,4319 N 130 AV,68164,1183.0,13000.0
BLD-26-01958,2026-03-09,douglas,4209 N 130 CR,BULLDOG ROOFING,4993.12,5,0.4339377478604169,BLD-25-15768,2025-11-06,douglas,MIGHTY DOG ROOFING,14222 CORBY ST,68164,1072.0,16800.0
BLD-26-01958,2026-03-09,douglas,4209 N 130 CR,BULLDOG ROOFING,4993.12,6,0.5584247124796539,BLD-26-03187,2026-04-06,douglas,AMERIPRO ROOFING OF NEBRASKA,3830 N 101 ST,68134,1122.0,14031.19
BLD-26-01958,2026-03-09,douglas,4209 N 130 CR,BULLDOG ROOFING,4993.12,7,0.560252907717609,BLD-26-00116,2026-01-06,douglas,4140 S 52ND ST.,12812 OGDEN ST,68164,976.0,13971.0
